nct_id,study_title,study_status,conditions,interventions,sponsor,phases,Locations,start_date,completion_date
NCT03796325,Depressive State After Sleeve Gastrectomy,COMPLETED,"Obesity, Morbid|Depression",,Assuta Medical Center,,"Assuta MC, Tel Aviv, Israel",2013-01-01,2018-12-22
NCT04928053,COG-PSYCHO : Social Cognition and Psychotic Characteristics: Genetic and Phenomic Approach,UNKNOWN,"Social Cognition of Schizophrenia, Bipolas or Depressed Patients",GENETIC: ocytocine dosage and genetic analyse,Assistance Publique - Hôpitaux de Paris,,"Hopital Louis Mourier, Colombes, 92700, France",2019-02-04,2023-12
NCT00212797,A Study to Determine the Efficacy and Safety of 2 Doses of Org 34517 as Adjunctive Therapy in Subjects With Psychotic Major Depression (28130)(P05845),COMPLETED,Depression|Depressive Disorders|Psychotic Disorders,DRUG: Org 34517|DRUG: Org 34517|DRUG: Placebo,Merck Sharp & Dohme LLC,PHASE2,,2004-07,2006-07
NCT01655030,Creatine Monohydrate as Adjuvant Therapy for Bipolar Depression,COMPLETED,Bipolar I Disorder|Current Episode Depressed,DIETARY_SUPPLEMENT: creatine monohydrate|DIETARY_SUPPLEMENT: placebo,University of Sao Paulo,,"Institute of Psychiatry - HC-FMUSP, São Paulo, São Paulo, 01060-970, Brazil",2012-07,2016-03
NCT02872324,Evaluation of the Impact of the Level of Mindfulness on the Management of Patients With Recurrent Depressive Disorders by the Mindfulness Based Cognitive Therapy ( MBCT ): an Exploratory Study,UNKNOWN,Patients With Recurrent Depressive Disorders,OTHER: Procurement questionnaires,Assistance Publique Hopitaux De Marseille,,"Assistance Publique Hôpitaux de Marseille, Marseille, 13354, France",2016-10,2018-10
NCT05963581,Oxford Social Movement Activation Study,COMPLETED,Depression|Low Mood|Depressive Disorder|Mood Disorders|Depressive Symptoms,BEHAVIORAL: Salsa Dancing,University of Oxford,,"University of Oxford, Oxford, OX3 7JX, United Kingdom",2023-07-17,2024-02-28
NCT05386745,Feasibility Study of an Online Physical Activity Intervention for Youth With Depression,COMPLETED,"Low Mood|Mild Depression|Moderate Depression|Inactivity, Physical",BEHAVIORAL: physical activity,University of Victoria,,"University of Victoria, Victoria, British Columbia, V8P 5C2, Canada",2022-02-22,2023-11-24
NCT00844922,Safety of Org 34517 900 mg in Patients Who Received Org 34517 in a Previous Trial (Study 28133/P05842),COMPLETED,Depressive Disorders|Psychotic Disorders|Depression,DRUG: SCH 900636|DRUG: Placebo,Merck Sharp & Dohme LLC,PHASE2,,2005-09,2006-06
NCT03656900,"Monocentric Pilot Study, for a Randomized, Crossover, Blinded Trial: Comparison of the Therapeutic Efficacy of Low Frequency Repeated Transcranial Magnetic Stimulation on Cortical Area 9 Compared to Brodmann Area 46 in the Treatment of Depressive Disorders.",COMPLETED,Patients With Resistant Depressive Disorders,DEVICE: rTMS BA9/BA46|DEVICE: rTMS BA46/BA9|RADIATION: brain MRI|OTHER: Medical evaluation|OTHER: Psychological assessment,Centre Hospitalier Universitaire Dijon,PHASE2,"Chu Dijon Bourogne, Dijon, 21000, France",2010-02,2013-10
NCT05373121,Is Signposting to Online Peer Support Helpful in Decreasing Loneliness in Parents of Children With Long-term Conditions and Disabilities?,COMPLETED,Loneliness|Anxiety|Anxiety Disorder|Depression|Low Mood,BEHAVIORAL: Online Peer Support,"University College, London",,"University College, London, London, WC1H 0BT, United Kingdom",2022-07-07,2023-08-31
NCT05746273,Depressed Mood Improvement Through Nicotine Dosing 3,RECRUITING,Depressive Disorder,DRUG: Transdermal Nicotine Patch|DRUG: Transdermal Placebo Patch,Vanderbilt University Medical Center,PHASE2,"Vanderbilt Psychiatric Hosptial, Nashville, Tennessee, 37212, United States",2023-04-15,2026-09-30
NCT05433636,Mindful Waiting Room,UNKNOWN,Anxiety State|Depressive State|Pain|Nausea|Fatigue|Cancer,BEHAVIORAL: Body Scan|BEHAVIORAL: Mindful Breathing|BEHAVIORAL: Mindfulness of Discomfort|BEHAVIORAL: Mindful Savoring|BEHAVIORAL: Integrative Health Recording,University of Utah,,"University of Utah, Salt Lake City, Utah, 84112, United States",2022-09-14,2024-12-01
NCT00446407,Evaluating the Benefits and Affordability of a Program to Improve the Care of Common Mental Disorders in Primary Care,COMPLETED,Depressive Disorders|Anxiety Disorders|Depression,OTHER: Collaborative Stepped Care Intervention|OTHER: Enhanced Usual Care,London School of Hygiene and Tropical Medicine,,"Sangath, Porvorim, Goa, 403521, India",2007-04,2010-02
NCT04433767,Depressed Mood Improvement Through Nicotine Dosing 2,COMPLETED,Depressive Disorder,DRUG: Transdermal Nicotine patch,Vanderbilt University Medical Center,PHASE2,"Vanderbilt Psychiatric Hospital, Nashville, Tennessee, 37212, United States",2020-12-15,2022-10-07
NCT05662254,PERsonalized Mood Augmentation Trial for Depressed Mood,COMPLETED,Depression,BEHAVIORAL: Personalized Behavioral Intervention,"University of California, San Diego",,"UC San Diego Health Psychiatry, San Diego, California, 92127, United States",2022-06-01,2024-10-11
NCT02989727,Melancholic Symptoms in Bipolar Depression and Responsiveness to Lamotrigine,COMPLETED,Depression|Bipolar Disorder|Bipolar Depression|Melancholia|Lamotrigine,DRUG: Lamotrigine|DRUG: Placebos,University of Saskatchewan,PHASE4,"Department of Psychiatry, Royal University Hospital, Saskatoon, Saskatchewan, S7N0W8, Canada",2003-11,2017-12
NCT02816138,Depressed Mood Improvement Through Nicotine Dosing (Depressed MIND Study),COMPLETED,Major Depressive Disorder,DRUG: Nicotine,Vanderbilt University Medical Center,PHASE4,"Vanderbilt Psychiatric Hospital, Nashville, Tennessee, 37212, United States",2016-10,2017-09-12
NCT01800578,Awareness During Blended Anaesthesia,COMPLETED,"Consciousness, Level Depressed|Intraoperative Awareness",DEVICE: monitor for depth of hypnosis,Germano De Cosmo,,"Catholic University of Sacred Heart, Rome, Rm, 00168, Italy",2005-09,2009-02
NCT00059228,Clinical Trial of Estrogen for Postpartum Depression,TERMINATED,Postpartum Depression|Depression,DRUG: 17beta Estradiol|DRUG: Placebos,National Institute of Mental Health (NIMH),PHASE2,"National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, 20892, United States",2003-04-17,2016-11-15
NCT01671150,Inflammation-Induced Depressed Mood: The Role of Social Neurocognitive Mechanisms,COMPLETED,Depression,DRUG: endotoxin,"University of California, Los Angeles",EARLY_PHASE1,"UCLA Clinical & Translational Research Center, Los Angeles, California, 90095, United States",2011-03,2013-08
NCT05746546,Depressed Mood Improvement Through Nicotine Dosing-3 (Depressed MIND3) Extension,ACTIVE_NOT_RECRUITING,Depressive Disorder,DRUG: Transdermal Nicotine patch,Vanderbilt University Medical Center,PHASE2,"Vanderbilt Psychiatric Hospital, Nashville, Tennessee, 37212, United States",2023-04-15,2026-10-31
NCT04855409,Neuronal Integrity in Bipolar Depression,COMPLETED,"Bipolar I Disorder, Most Recent Episode Depressed",,Mehmet Diyaddin Güleken,,,2011-04,2011-10
NCT04180683,Comparison Study of the Different Abbreviated Versions of the Geriatric Depression Scale,COMPLETED,Depression|Depressive Disorder|Neurocognitive Disorders|Dementia,OTHER: Battery of screening tests with semi-structured interview|OTHER: Battery of screening tests without semi-structured interview,"Rsocialform - Geriatria, Lda",,"Cediara - Associação de Solidariedade Social de Ribeira de Fráguas, Albergaria-a-Velha, Aveiro District, 3850-705, Portugal|Rsocialform - Geriatria, Lda., Mealhada, Aveiro District, 3050-387, Portugal|Centro de Assistência Paroquial da Pampilhosa, Mealhada, Aveiro District, 3050-432, Portugal|Fundação Luiz Bernardo de Almeida, Vale de Cambra, Aveiro District, 3730-279, Portugal|Lar D. Pedro V, Praia da Vitória, Azores, 9760-438, Portugal|Santa Casa da Misericórdia de Ferreira do Alentejo, Ferreira do Alentejo, Beja District, 7900-195, Portugal|Centro Social e Paroquial de S. Martinho de Medelo, Fafe, Braga District, 4820-500, Portugal|Centro Social Vale do Homem, Vila Verde, Braga District, 4730-263, Portugal|Lar de S. José, Covilha, Castelo Branco District, 6200-352, Portugal|Santa Casa da Misericórdia do Fundão, Fundão, Castelo Branco District, 6230-378, Portugal|PRODECO - Progresso e Desenvolvimento de Covões, Cantanhede, Coimbra District, 3060-284, Portugal|Fundação Sarah Beirão/António Costa Carvalho, Tábua, Coimbra District, 3420-411, Portugal|Santa Casa da Misericórdia de Alcobaça, Alcobaça, Leiria District, 2460-009, Portugal|Santa Casa da Misericórdia de Alvorge, Ansião, Leiria District, 3240-404, Portugal|Centro Social e Paroquial de S. Vicente de Alcabideche, Alcabideche, Lisbon District, 2645-559, Portugal|Fundação AFID Diferença, Amadora, Lisbon District, 2610-316, Portugal|Irmãs Hospitaleiras - Casa de Saúde da Idanha, Sintra, Lisbon District, 2605-077, Portugal|Santa Casa da Misericórdia de Arronches, Arronches, Portalegre District, 7340-008, Portugal|Santa Casa da Misericórdia de Arez, Nisa, Portalegre District, 6050-201, Portugal|Associação de Solidariedade Social de Ponte de Sôr, Ponte de Sôr, Portalegre District, 7400-221, Portugal|Quintinha da Conceição Sousa & Silva Lda, Maia, Porto District, 4425-663, Portugal|Centro Social Paroquial de Recarei, Paredes, Porto District, 4585-905, Portugal|Associação de Desenvolvimento da Vila de Paço Sousa, Penafiel, Porto District, 4560-392, Portugal|Centro Social de Bem-Estar de Alcanena, Alcanena, Santarém District, 2380-184, Portugal|Santa Casa da Misericórdia de Canha, Montijo, Setúbal District, 2985-033, Portugal|Santa Casa da Misericórdia de Caminha, Caminha, Viana do Castelo District, 4910-527, Portugal|Santa Casa da Misericórdia de Melgaço, Melgaço, Viana do Castelo District, 4960-570, Portugal|Santa Casa da Misericórdia de Tarouca, Tarouca, Viseu District, 3610-143, Portugal|Santa Casa da Misericórdia de Vouzela, Vouzela, Viseu District, 3670-257, Portugal|Santa Casa da Misericórdia de Castelo Branco, Castelo Branco, 6000-773, Portugal|Cáritas de Coimbra, Coimbra, 3030-382, Portugal|Fundação João Bento Raimundo, Guarda, 6300-659, Portugal",2020-03-01,2020-11-30
NCT04310423,An Inflammatory Challenge Using Endotoxin,COMPLETED,Alcohol Use Disorder|Inflammatory Response|Craving|Depressed Mood,DRUG: Placebo|BIOLOGICAL: Endotoxin,"University of California, Los Angeles",PHASE2,"UCLA Addictions Laboratory, Los Angeles, California, 90095, United States",2021-10-19,2023-11-14
NCT06625502,Unmute's CARE Framework: A Novel Approach to Strengthen the Therapeutic Alliance and Reduce Treatment Disparities,ACTIVE_NOT_RECRUITING,"Depression Scale Score|Anxiety Symptoms|Functioning, Psychosocial|Working Alliance",BEHAVIORAL: Culturally-Affirming Racial Equity Framework,New York University,,"Unmute Enterprise Inc. [A telehealth company], Chelsea, Massachusetts, 02150, United States|Virtual/Telehealth, New York, New York, 10001, United States",2025-09-15,2026-06-01
NCT06482242,My Best Alaskan Life: A Community-Designed Intervention to Improve Youth/Young Adults' Sexual and Mental Health,NOT_YET_RECRUITING,Community-Based Participatory Research|Adolescent Behavior|Mental Depression|Sexual Health,BEHAVIORAL: My Best Alaska Life,University of Alaska Anchorage,,,2025-05-01,2027-10-01
NCT01209845,Ketamine for Low Mood States in the ER,COMPLETED,Depression|Suicide Ideation,DRUG: ketamine,Yale University,PHASE1,"Yale New Haven Hospital Emergency Department, New Haven, Connecticut, 06519, United States",2010-04,2010-12
NCT01101373,Treatment of Severe Depressive Illness by Targeted Brain Surgery,COMPLETED,Major Depressive Disorder,,University of British Columbia,,"UBC Hospital, 2255 Wesbrook Mall, Vancouver, British Columbia, V6T 2A1, Canada",2000-10,2010-04
NCT06165848,"Effects Of Different Anesthesia Applications On Mood, Depression, And Anxiety Levels In Burn Patients",COMPLETED,Burn Unspecified Degree|Deep Sedation,,T.C. Sağlık Bakanlığı Ankara Bilkent Şehir Hastanesi,,"Ankara Bilkent Şehir Hastanesi, Ankara, 06800, Turkey (Türkiye)",2020-07-09,2021-06-07
NCT02186730,Computerised Intervention/Treatment for Adolescent Depression and Low Mood:,COMPLETED,Depression,BEHAVIORAL: Stressbusters|BEHAVIORAL: Websites,Leeds and York Partnership NHS Foundation Trust,,"Limetrees Child Adolescent and Family Unit, York, North Yorkshire, YO30 5RE, United Kingdom",2014-04-03,2016-08-01
NCT01252602,Prenatal Depression and Failure to Breastfeed,WITHDRAWN,"Breastfeeding After Discharge From Hospital Following Childbirth, Yes/no|Depression Scale Score",,Oklahoma State University Center for Health Sciences,,,2011-12,2012-07
NCT06650449,APP: Mental Health Intervention Model for Healthcare Workers,COMPLETED,Depressive Disorders|Anxiety Disorders|Mental Health,OTHER: Mobile App-Based Mental Health Support,Labora,,"UEES, Samborondón, Ecuador",2022-01-01,2023-08-25
NCT01590784,Reliability and Validity of Thai Calgary Depression Scale of Schizophrenia (CDSS),COMPLETED,Depression,,Chiang Mai University,,"Chiang Mai University, Chiang Mai, Chiang Mai, 50200, Thailand",2012-01,2014-11
NCT00251342,Outcome of Postnatal Depression Screening Using Edinburgh Postnatal Depression Scale,UNKNOWN,"Depression, Postpartum",PROCEDURE: Edinburgh Postnatal Depression Scale,Chinese University of Hong Kong,PHASE2|PHASE3,"Maternal and Child Health Centres, Department of Health, Hong Kong, China",2005-10,2008-01
NCT00006172,Clinical Trials of Two Non-drug Treatments for Chronic Depression,COMPLETED,Mood Disorders|Depressive Disorders|Depression|Chronic Depression,DEVICE: Bright light box|DEVICE: High-output negative ion generator|DEVICE: Low-output negative ion generator,New York State Psychiatric Institute,,"Department of Psychology, Wesleyan University, Middletown, Connecticut, 06459, United States|Columbia Presbyterian Medical Center, New York, New York, 10032, United States",2000-04,2004-02
NCT06772701,Validation of the French Version of the Edinburgh Postnatal Depression Scale (EPDS) Postnatally in the Father,RECRUITING,"Depression, Postpartum",DIAGNOSTIC_TEST: Mini International Neuropsychiatric Interview|OTHER: EPDS book,Groupe Hospitalier du Havre,,"Antoine-Béclère hospital AP-HP, Clamart, 92140, France|Le Havre hospital - site Jacques Monod, Montivilliers, 76290, France",2024-07-11,2027-03-12
NCT04399070,The Effect of S-ketamine for Patients Undergoing Electroconvulsive Therapy (ECT),UNKNOWN,"Depression, Bipolar|Depression, Unipolar|Major Depressive Disorder|Manic-Depressive - Now Depressed",DRUG: S-ketamine|DRUG: ketamine|DRUG: saline,Yan Qiu,,"West China Hospital of Sichuan University, Department of Anesthesiology, Chengdu, Sichuan, 610041, China",2020-08-01,2021-01-31
NCT01658098,Prevalence of Postpartum Depression in Hospital Jose E. Gonzalez,UNKNOWN,Postpartum Depression,BEHAVIORAL: edinburgh postpartum depression scale questionary,Hospital Universitario Dr. Jose E. Gonzalez,,"Hospital Universitario Dr Jose E. Gonzalez, Monterrey, Nuevo León, 64460, Mexico",2012-09,2013-02
NCT02681822,Multi-center Imaging Genetics Studies in China,UNKNOWN,Alzheimer Disease|Schizophrenia|Major Depressive Disorders,,Tianjin Medical University General Hospital,,"Tianjin Medical University General Hospital, Tianjin, Tianjin Municipality, 300052, China",2015-11,2020-12
NCT02126787,"Short-term, Intensive Psychodynamic Group Therapy Versus Cognitive-behavioral Group Therapy in the Day Treatment",UNKNOWN,Anxiety Disorders|Depressive Disorders|Personality Disorders,BEHAVIORAL: Intensive Group Analytic Psychotherapy|BEHAVIORAL: Intensive transdiagnostic cognitive-behavioral group therapy,Medical University of Warsaw,,"Hospital of Wola, Warsaw, Warsaw, 01-211, Poland",2014-09,2016-04
NCT02501226,Effectiveness of the First French Psychoeducational Program on Unipolar Depression,UNKNOWN,Unipolar Depressed Outpatients|Mild Severity|Without Psychotic Features,OTHER: Treatment as usual|BEHAVIORAL: ENVIE psychoeducational program,"University Hospital, Montpellier",,"University Hospital of Montpellier, Montpellier, 34295, France",2015-12-02,2023-06
NCT06836804,Validity and Reliability of the Turkish Version of the Cardiac Depression Scale,COMPLETED,Cardiovascular Diseases|Depression,OTHER: Sociodemographic Data Form|OTHER: Short Form Health Survey|OTHER: Hospital Anxiety and Depression Scale|OTHER: Illness Intrusiveness Ratings Scale|OTHER: Cardiac Depression Scale,Kırıkkale University,,"Kırıkkale University Faculty of Medicine, Kirikkale, Turkey (Türkiye)",2025-02-11,2026-01-01
